ax,ay,az,gx,gy,gz,target,target_name
0.08,0.98,0.01,7.51,-0.43,-2.01,0.0,left-right
0.08,0.98,0.01,7.69,-0.55,-2.14,0.0,left-right
0.07,0.98,0.01,6.1,-0.37,-1.53,0.0,left-right
0.07,0.98,0.02,2.99,0.12,-1.04,0.0,left-right
0.08,0.97,0.01,-0.67,0.55,-0.92,0.0,left-right
0.08,0.98,0.01,-2.5,0.98,-0.55,0.0,left-right
0.08,0.98,0.02,-3.3,1.28,-0.31,0.0,left-right
0.08,0.98,0.02,-4.03,1.22,-0.12,0.0,left-right
0.09,0.98,0.02,-4.33,1.1,-0.12,0.0,left-right
0.09,0.98,0.01,-3.97,1.16,-0.24,0.0,left-right
0.09,0.98,0.01,-3.48,1.1,-0.31,0.0,left-right
0.08,0.98,0.01,-2.81,0.92,-0.49,0.0,left-right
0.08,0.98,0.01,-2.26,0.85,-0.49,0.0,left-right
0.08,0.98,0.01,-2.69,0.85,-0.43,0.0,left-right
0.07,0.98,0.01,-3.23,1.22,-0.37,0.0,left-right
0.07,0.98,0.01,-3.17,1.1,-0.37,0.0,left-right
0.07,0.98,0.01,-3.11,1.04,-0.37,0.0,left-right
0.08,0.98,0.01,-2.38,1.04,-0.37,0.0,left-right
0.08,0.98,0.01,-2.14,1.04,-0.43,0.0,left-right
0.08,0.98,0.01,-1.77,0.85,-0.49,0.0,left-right
0.08,0.98,0.01,-1.1,0.79,-0.55,0.0,left-right
0.08,0.98,0.01,0.24,0.55,-0.73,0.0,left-right
0.08,0.98,0.01,1.46,0.31,-0.85,0.0,left-right
0.08,0.98,0.01,2.14,0.18,-1.04,0.0,left-right
0.08,0.98,0.01,2.44,0.24,-0.98,0.0,left-right
0.08,0.98,0.01,1.95,0.31,-0.92,0.0,left-right
0.08,0.98,0.01,0.55,0.49,-0.79,0.0,left-right
0.08,0.98,0.01,-0.55,0.73,-0.67,0.0,left-right
0.08,0.98,0.01,-2.01,0.92,-0.55,0.0,left-right
0.08,0.98,0.01,-3.17,1.1,-0.43,0.0,left-right
0.08,0.98,0.01,-3.85,1.34,-0.37,0.0,left-right
0.08,0.98,0.01,-3.36,1.34,-0.31,0.0,left-right
0.08,0.98,0.01,-3.23,1.1,-0.24,0.0,left-right
0.08,0.98,0.01,-2.32,1.04,-0.37,0.0,left-right
0.08,0.98,0.01,-1.71,0.79,-0.55,0.0,left-right
0.08,0.97,0.01,-1.4,0.79,-0.55,0.0,left-right
0.08,0.98,0.01,-1.1,0.73,-0.55,0.0,left-right
0.08,0.98,0.01,-1.1,0.67,-0.49,0.0,left-right
0.08,0.98,0.01,-1.59,0.98,-0.61,0.0,left-right
0.08,0.98,0.01,-1.16,0.98,-0.61,0.0,left-right
0.08,0.98,0.01,-0.85,0.73,-0.61,0.0,left-right
0.08,0.98,0.01,-0.98,0.85,-0.55,0.0,left-right
0.08,0.98,0.01,-1.22,0.85,-0.61,0.0,left-right
0.08,0.98,0.01,0.18,1.83,-0.61,0.0,left-right
0.08,0.98,0.01,-0.92,2.2,-0.55,0.0,left-right
0.08,0.98,0.01,-2.87,1.89,-0.55,0.0,left-right
0.08,0.97,0.01,-3.48,1.65,-0.67,0.0,left-right
0.25,1.01,0.59,9.83,-28.63,0.12,0.0,left-right
-0.15,1.06,0.64,173.65,-75.44,7.2,0.0,left-right
0.01,1.15,0.16,439.64,16.85,14.71,0.0,left-right
0.1,0.98,0.33,281.37,70.01,6.84,0.0,left-right
0.12,0.83,0.36,173.16,109.44,17.4,0.0,left-right
0.15,0.92,0.34,175.72,130.8,33.81,0.0,left-right
0.15,1.08,0.2,185.12,138.55,46.45,0.0,left-right
0.04,1.27,0.1,184.75,139.89,45.04,0.0,left-right
-0.13,1.57,0.09,173.95,128.42,51.39,0.0,left-right
-0.03,1.67,0.13,178.04,117.31,43.27,0.0,left-right
0.08,1.5,0.11,184.02,100.28,-6.71,0.0,left-right
0.3,1.33,0.2,159.42,85.21,-53.59,0.0,left-right
0.26,1.21,0.36,179.14,68.79,-86.98,0.0,left-right
0.11,1.24,0.41,268.68,50.35,-108.58,0.0,left-right
0.14,1.27,0.6,273.07,42.11,-112.3,0.0,left-right
0.26,1.07,0.93,239.81,39.25,-127.62,0.0,left-right
0.45,0.78,0.85,297.3,59.2,-149.48,0.0,left-right
0.53,0.97,0.47,342.41,92.1,-136.78,0.0,left-right
0.49,1.34,0.31,288.76,88.56,-130.86,0.0,left-right
0.38,1.34,0.34,212.89,58.78,-161.25,0.0,left-right
0.23,1.2,0.56,130.31,28.56,-202.15,0.0,left-right
0.09,0.92,0.64,101.99,3.11,-235.9,0.0,left-right
0.32,0.83,0.46,154.91,-18.25,-242.86,0.0,left-right
0.64,0.96,0.32,209.47,-53.53,-223.57,0.0,left-right
0.59,1.12,0.36,244.45,-103.33,-214.66,0.0,left-right
0.32,1.01,0.37,266.48,-144.84,-223.57,0.0,left-right
0.01,0.56,0.37,259.89,-169.8,-242.8,0.0,left-right
-0.08,0.15,0.17,230.1,-187.5,-247.99,0.0,left-right
0.01,-0.04,0.19,215.52,-218.63,-224.3,0.0,left-right
0.06,-0.17,0.55,204.65,-252.2,-189.15,0.0,left-right
-0.1,-0.29,0.99,180.11,-257.93,-152.83,0.0,left-right
-0.22,-0.22,1.1,217.83,-218.44,-112.49,0.0,left-right
0.08,-0.02,1.04,265.93,-174.87,-70.07,0.0,left-right
0.09,0.2,1.12,268.49,-148.8,-43.64,0.0,left-right
0.1,0.19,1.13,259.89,-115.78,-46.57,0.0,left-right
0.12,0.01,1.05,245.36,-72.51,-59.75,0.0,left-right
0.18,-0.11,1.0,227.66,-38.51,-63.42,0.0,left-right
0.27,-0.03,1.05,213.26,-15.56,-51.39,0.0,left-right
0.01,0.02,1.05,212.46,10.31,-44.43,0.0,left-right
0.04,-0.12,0.88,208.92,39.67,-59.51,0.0,left-right
0.13,-0.23,0.69,195.62,51.03,-76.6,0.0,left-right
0.17,-0.17,0.74,168.58,43.09,-80.57,0.0,left-right
0.19,-0.23,0.84,141.85,38.88,-86.18,0.0,left-right
0.2,-0.3,0.79,119.02,52.25,-86.79,0.0,left-right
0.14,-0.39,0.65,98.57,67.44,-78.74,0.0,left-right
0.09,-0.89,0.81,63.78,66.71,-66.71,0.0,left-right
0.08,-0.93,0.76,35.46,60.42,-29.24,0.0,left-right
0.04,-0.82,0.57,12.45,52.31,10.74,0.0,left-right
0.08,-0.94,0.76,-16.85,46.26,46.2,0.0,left-right
-0.0,-1.07,0.59,-14.89,38.76,85.94,0.0,left-right
-0.04,-1.3,0.53,-35.03,19.41,139.95,0.0,left-right
-0.03,-1.26,0.6,-57.98,-4.46,216.0,0.0,left-right
-0.06,-0.9,0.87,-68.73,-21.06,289.98,0.0,left-right
0.02,-0.53,1.05,-70.98,-13.43,328.31,0.0,left-right
0.03,-0.27,0.99,-57.31,15.38,323.43,0.0,left-right
0.14,-0.25,0.85,-47.79,40.77,286.38,0.0,left-right
0.18,-0.15,0.7,-28.93,46.02,239.69,0.0,left-right
0.09,-0.2,0.56,-15.08,32.23,190.92,0.0,left-right
0.19,-0.48,0.74,-5.86,4.58,148.99,0.0,left-right
0.13,-0.61,0.89,11.47,-21.3,125.18,0.0,left-right
0.1,-0.84,0.89,21.79,-34.18,113.65,0.0,left-right
0.1,-0.82,0.71,26.79,-34.18,115.23,0.0,left-right
0.24,-0.64,0.62,27.53,-33.69,126.46,0.0,left-right
0.21,-0.47,0.67,40.71,-42.11,126.77,0.0,left-right
0.21,-0.69,0.74,31.49,-55.05,103.21,0.0,left-right
0.19,-0.68,0.78,27.34,-59.81,106.75,0.0,left-right
0.12,-0.55,0.75,25.15,-59.33,122.62,0.0,left-right
0.19,-0.38,0.63,24.9,-60.55,126.28,0.0,left-right
0.13,-0.36,0.66,20.02,-70.86,119.45,0.0,left-right
0.07,-0.43,0.72,10.74,-84.66,111.39,0.0,left-right
0.13,-0.3,0.87,2.87,-93.02,110.11,0.0,left-right
0.15,-0.23,1.01,0.12,-96.31,103.33,0.0,left-right
0.13,-0.21,1.09,9.4,-87.46,92.16,0.0,left-right
0.06,-0.39,1.03,15.44,-69.95,78.25,0.0,left-right
0.01,-0.49,0.92,16.3,-56.21,75.93,0.0,left-right
0.01,-0.36,0.91,12.7,-54.81,88.44,0.0,left-right
0.0,-0.18,1.05,7.32,-60.85,98.45,0.0,left-right
-0.05,-0.12,1.11,3.05,-59.57,99.43,0.0,left-right
-0.05,-0.12,1.02,-1.34,-47.91,98.69,0.0,left-right
-0.07,-0.16,0.95,-6.77,-41.69,100.4,0.0,left-right
-0.04,-0.07,0.99,-12.63,-45.72,106.45,0.0,left-right
-0.01,0.08,1.03,-19.17,-48.22,112.43,0.0,left-right
0.02,0.17,1.06,-25.51,-47.3,112.06,0.0,left-right
0.02,0.23,1.12,-30.4,-45.9,108.4,0.0,left-right
0.03,0.3,1.2,-30.82,-42.18,102.42,0.0,left-right
0.02,0.3,1.22,-27.28,-32.47,93.63,0.0,left-right
0.02,0.36,1.2,-22.09,-24.05,88.81,0.0,left-right
0.04,0.52,1.23,-13.0,-19.59,87.65,0.0,left-right
0.04,0.59,1.17,-3.3,-13.37,80.26,0.0,left-right
0.03,0.63,1.13,1.77,-11.05,71.84,0.0,left-right
0.05,0.6,1.13,-0.18,-13.98,65.25,0.0,left-right
0.03,0.74,1.26,-8.85,-15.2,63.72,0.0,left-right
0.02,0.84,1.29,-14.28,-4.09,55.91,0.0,left-right
0.02,0.88,1.21,-16.91,9.52,39.43,0.0,left-right
0.03,0.9,1.24,-21.61,11.78,23.44,0.0,left-right
0.05,0.96,1.37,-22.89,12.39,9.77,0.0,left-right
0.07,1.0,1.35,-21.18,26.86,-5.25,0.0,left-right
0.05,0.9,1.33,-18.86,44.98,-22.58,0.0,left-right
0.04,0.85,1.22,-11.9,60.42,-33.75,0.0,left-right
0.04,0.89,1.06,0.18,69.34,-39.73,0.0,left-right
0.03,0.83,1.0,12.57,67.14,-52.25,0.0,left-right
0.03,0.7,0.97,18.92,59.88,-67.57,0.0,left-right
0.05,0.65,1.05,19.78,50.35,-74.4,0.0,left-right
0.07,0.7,1.1,21.85,50.84,-75.81,0.0,left-right
0.06,0.66,0.93,22.09,64.82,-86.24,0.0,left-right
0.05,0.51,0.86,17.64,67.26,-104.0,0.0,left-right
0.06,0.36,0.85,12.94,60.06,-115.84,0.0,left-right
0.09,0.27,0.84,8.36,51.51,-119.75,0.0,left-right
0.13,0.25,0.81,4.94,44.62,-120.0,0.0,left-right
0.08,0.21,0.78,3.48,40.1,-122.13,0.0,left-right
0.05,0.08,0.77,2.75,34.67,-126.22,0.0,left-right
0.08,-0.02,0.77,6.71,26.61,-125.18,0.0,left-right
0.12,-0.09,0.8,8.54,17.64,-121.09,0.0,left-right
0.13,-0.12,0.83,4.82,13.37,-117.49,0.0,left-right
0.11,-0.17,0.81,3.54,14.4,-116.21,0.0,left-right
0.06,-0.31,0.7,4.46,16.66,-118.16,0.0,left-right
0.09,-0.46,0.62,7.69,12.21,-116.64,0.0,left-right
0.1,-0.48,0.7,9.52,-0.73,-107.54,0.0,left-right
0.13,-0.48,0.84,10.31,-10.86,-99.06,0.0,left-right
0.11,-0.55,0.89,9.52,-9.64,-97.23,0.0,left-right
0.09,-0.62,0.83,10.31,-3.3,-96.5,0.0,left-right
0.12,-0.66,0.8,12.02,-4.39,-91.74,0.0,left-right
0.09,-0.7,0.87,9.83,-10.44,-86.73,0.0,left-right
0.1,-0.78,0.88,8.12,-11.35,-81.85,0.0,left-right
0.13,-0.79,0.89,6.71,-11.35,-72.39,0.0,left-right
0.14,-0.76,0.9,3.23,-10.62,-63.05,0.0,left-right
0.14,-0.76,0.87,-2.5,-6.96,-57.31,0.0,left-right
0.12,-0.88,0.81,-9.64,-2.81,-57.68,0.0,left-right
0.08,-1.0,0.74,-15.87,-0.43,-55.6,0.0,left-right
0.08,-1.05,0.75,-28.56,-1.83,-45.29,0.0,left-right
0.08,-1.08,0.79,-35.46,-4.39,-33.33,0.0,left-right
0.06,-1.0,0.74,-40.1,-3.6,-14.95,0.0,left-right
0.09,-0.93,0.68,-40.28,-7.26,0.67,0.0,left-right
0.12,-0.83,0.72,-39.37,-19.29,10.8,0.0,left-right
0.13,-0.79,0.84,-37.96,-30.94,14.59,0.0,left-right
0.1,-0.69,0.91,-36.8,-37.29,15.75,0.0,left-right
0.14,-0.69,1.0,-36.32,-39.86,17.46,0.0,left-right
0.14,-0.59,1.03,-39.73,-38.21,26.92,0.0,left-right
0.15,-0.45,1.03,-40.59,-32.71,34.12,0.0,left-right
0.12,-0.47,1.04,-37.29,-26.18,32.29,0.0,left-right
0.11,-0.51,1.02,-33.08,-19.53,33.63,0.0,left-right
0.11,-0.47,0.94,-27.65,-15.81,42.66,0.0,left-right
0.12,-0.4,0.93,-26.55,-19.96,49.07,0.0,left-right
0.1,-0.31,0.94,-27.1,-24.78,50.9,0.0,left-right
0.19,-0.33,0.99,-31.07,-27.65,49.5,0.0,left-right
0.27,0.28,1.34,-71.9,-27.77,50.6,0.0,left-right
-0.21,-0.23,1.04,-114.2,-14.71,13.12,0.0,left-right
0.02,-0.7,0.84,-35.64,-11.11,4.21,0.0,left-right
0.08,-0.22,1.0,-11.6,-32.9,61.16,0.0,left-right
0.1,0.14,1.05,-10.07,-43.03,87.28,0.0,left-right
0.03,0.08,1.01,2.75,-42.18,71.47,0.0,left-right
0.01,0.02,1.06,9.28,-39.86,60.3,0.0,left-right
0.05,-0.04,1.07,10.38,-35.4,61.58,0.0,left-right
0.07,0.08,1.18,7.45,-31.8,67.63,0.0,left-right
0.11,0.21,1.21,6.96,-17.94,69.4,0.0,left-right
0.09,0.2,1.06,6.65,0.24,60.79,0.0,left-right
0.08,0.2,0.9,7.93,4.15,55.6,0.0,left-right
0.07,0.26,0.99,6.77,-8.67,54.44,0.0,left-right
0.09,0.31,1.05,6.29,-15.81,51.76,0.0,left-right
0.07,0.34,1.07,4.88,-13.55,47.42,0.0,left-right
0.1,0.43,1.06,5.55,-9.58,45.96,0.0,left-right
0.06,0.42,1.02,7.08,-4.76,39.98,0.0,left-right
0.04,0.43,0.96,9.03,-0.98,33.94,0.0,left-right
0.05,0.47,0.98,11.23,-3.11,30.94,0.0,left-right
0.05,0.55,1.05,12.21,-9.95,28.63,0.0,left-right
0.05,0.6,1.11,14.59,-12.02,24.96,0.0,left-right
0.06,0.61,1.06,18.8,-9.52,19.71,0.0,left-right
0.06,0.69,1.13,18.74,-11.96,15.81,0.0,left-right
0.06,0.77,1.24,15.38,-13.18,10.8,0.0,left-right
0.04,0.78,1.28,11.35,-5.74,1.71,0.0,left-right
0.05,0.83,1.22,10.38,4.09,-7.45,0.0,left-right
0.03,0.8,1.21,10.93,6.96,-18.01,0.0,left-right
0.03,0.76,1.23,13.24,5.31,-26.98,0.0,left-right
0.05,0.7,1.21,17.58,7.14,-37.11,0.0,left-right
0.04,0.58,1.15,21.24,12.21,-47.24,0.0,left-right
0.03,0.45,1.06,21.79,16.66,-53.47,0.0,left-right
0.01,0.37,1.01,22.4,16.85,-54.57,0.0,left-right
0.0,0.3,1.0,20.94,12.45,-55.91,0.0,left-right
-0.01,0.23,1.02,19.59,9.22,-59.27,0.0,left-right
-0.02,0.11,1.0,20.08,9.89,-62.01,0.0,left-right
0.02,0.04,0.92,21.48,9.34,-60.42,0.0,left-right
-0.06,0.17,0.95,17.09,1.28,-64.94,0.0,left-right
0.01,-0.31,0.93,15.2,-5.49,-80.38,0.0,left-right
0.04,-0.21,0.95,18.31,-8.67,-64.45,0.0,left-right
0.65,0.64,0.94,2.75,-9.28,-57.25,0.0,left-right
-0.08,0.24,1.13,-109.62,0.55,-115.78,0.0,left-right
-0.23,-0.82,0.61,-81.91,23.74,-186.04,0.0,left-right
-0.03,-1.16,0.6,-10.19,3.05,-147.71,0.0,left-right
0.03,-0.51,0.95,16.17,-29.85,-67.32,0.0,left-right
0.03,-0.35,1.01,12.33,-26.37,-48.77,0.0,left-right
0.02,-0.59,0.96,13.98,-12.63,-67.57,0.0,left-right
0.01,-0.67,0.98,13.0,-2.56,-65.61,0.0,left-right
0.0,-0.63,0.88,12.39,5.92,-53.59,0.0,left-right
-0.0,-0.65,0.89,10.25,5.98,-47.97,0.0,left-right
0.0,-0.68,0.93,7.39,2.44,-43.82,0.0,left-right
-0.02,-0.61,0.91,5.07,2.56,-36.8,0.0,left-right
-0.01,-0.61,0.95,2.75,0.12,-33.69,0.0,left-right
-0.01,-0.62,0.95,2.08,-0.12,-31.86,0.0,left-right
-0.01,-0.65,0.91,2.26,3.23,-28.38,0.0,left-right
-0.01,-0.67,0.88,1.59,5.43,-23.74,0.0,left-right
0.0,-0.69,0.83,-0.24,6.04,-18.43,0.0,left-right
0.01,-0.72,0.8,-2.08,5.07,-11.84,0.0,left-right
0.02,-0.72,0.78,-5.07,3.66,-4.39,0.0,left-right
0.02,-0.76,0.8,-8.42,2.44,1.1,0.0,left-right
0.01,-0.75,0.8,-12.94,2.5,10.13,0.0,left-right
0.02,-0.69,0.82,-17.33,1.16,21.0,0.0,left-right
0.03,-0.65,0.86,-21.67,-0.18,28.38,0.0,left-right
0.05,-0.59,0.86,-22.71,0.43,34.3,0.0,left-right
0.04,-0.55,0.82,-23.07,0.67,38.33,0.0,left-right
0.06,-0.53,0.88,-23.74,-4.33,40.95,0.0,left-right
0.05,-0.53,0.95,-25.02,-9.83,44.01,0.0,left-right
0.04,-0.53,0.96,-25.09,-10.74,48.4,0.0,left-right
0.02,-0.52,0.97,-24.54,-10.01,54.08,0.0,left-right
0.01,-0.5,0.98,-22.71,-9.77,59.94,0.0,left-right
-0.0,-0.45,0.96,-18.98,-9.03,66.28,0.0,left-right
-0.01,-0.4,0.96,-14.47,-9.52,69.89,0.0,left-right
-0.03,-0.41,0.97,-10.31,-10.44,68.97,0.0,left-right
-0.05,-0.45,0.98,-6.41,-10.25,67.63,0.0,left-right
-0.06,-0.42,1.0,-6.04,-10.31,70.25,0.0,left-right
-0.07,-0.32,1.05,-7.57,-10.38,75.44,0.0,left-right
-0.09,-0.21,1.13,-10.5,-9.7,78.49,0.0,left-right
-0.07,-0.1,1.14,-12.15,-6.29,81.36,0.0,left-right
-0.07,0.06,1.1,-8.85,-2.93,85.45,0.0,left-right
-0.07,0.14,1.1,-3.91,-3.78,84.72,0.0,left-right
-0.06,0.19,1.14,0.79,-6.77,81.3,0.0,left-right
-0.06,0.25,1.15,5.62,-7.08,78.92,0.0,left-right
-0.05,0.3,1.12,9.28,-4.64,76.48,0.0,left-right
-0.05,0.34,1.1,8.85,-2.62,73.0,0.0,left-right
-0.03,0.4,1.13,6.59,-1.95,69.27,0.0,left-right
-0.02,0.46,1.09,5.0,0.31,64.88,0.0,left-right
0.0,0.53,1.09,3.17,2.5,58.17,0.0,left-right
0.0,0.55,1.11,3.66,5.43,52.37,0.0,left-right
-0.0,0.49,1.0,5.07,10.68,42.6,0.0,left-right
0.01,0.59,0.98,5.07,10.38,41.14,0.0,left-right
0.0,0.62,1.03,2.99,8.79,35.46,0.0,left-right
0.01,0.59,1.03,0.12,9.22,26.67,0.0,left-right
0.01,0.66,0.99,-2.08,11.17,23.56,0.0,left-right
0.02,0.71,0.95,-1.83,11.23,19.65,0.0,left-right
0.01,0.72,1.0,-1.53,7.26,13.0,0.0,left-right
0.0,0.7,1.0,-3.6,7.08,5.74,0.0,left-right
0.01,0.72,1.01,-6.16,7.2,0.98,0.0,left-right
0.01,0.8,1.04,-6.77,6.65,-2.08,0.0,left-right
0.02,0.79,1.08,-4.94,7.14,-8.36,0.0,left-right
0.02,0.77,1.05,-1.46,9.16,-13.55,0.0,left-right
0.02,0.75,1.01,3.48,10.25,-16.24,0.0,left-right
0.02,0.64,1.06,7.02,10.01,-19.17,0.0,left-right
0.01,0.72,1.06,9.46,14.1,-17.46,0.0,left-right
0.0,0.74,1.04,13.31,17.94,-24.96,0.0,left-right
-0.0,0.67,1.1,17.94,17.09,-43.09,0.0,left-right
-0.03,0.61,1.05,22.09,19.78,-59.08,0.0,left-right
-0.07,0.28,0.93,23.01,14.71,-70.62,0.0,left-right
-0.02,0.44,1.21,23.62,0.79,-65.0,0.0,left-right
0.01,0.27,1.17,28.38,16.6,-75.62,0.0,left-right
-0.04,0.07,0.9,27.34,38.33,-88.32,0.0,left-right
-0.02,-0.04,0.81,21.12,35.89,-85.27,0.0,left-right
-0.01,-0.02,0.91,13.98,20.57,-78.25,0.0,left-right
0.02,-0.09,0.91,9.46,16.54,-79.28,0.0,left-right
0.0,-0.2,0.8,2.32,16.36,-81.73,0.0,left-right
0.03,-0.29,0.97,-6.23,8.67,-80.75,0.0,left-right
0.03,-0.26,1.01,-10.99,12.02,-75.87,0.0,left-right
0.04,-0.28,0.91,-10.93,25.39,-75.44,0.0,left-right
0.03,-0.37,0.86,-11.66,28.56,-79.53,0.0,left-right
0.02,-0.49,0.87,-12.02,25.15,-82.7,0.0,left-right
0.02,-0.55,0.86,-11.17,22.52,-80.81,0.0,left-right
0.04,-0.62,0.73,-10.8,23.13,-75.38,0.0,left-right
0.03,-0.66,0.77,-14.47,12.63,-69.82,0.0,left-right
0.04,-0.69,0.88,-16.3,2.69,-62.87,0.0,left-right
0.04,-0.68,0.88,-13.06,3.36,-55.79,0.0,left-right
0.03,-0.72,0.81,-8.67,6.47,-51.45,0.0,left-right
0.01,-0.79,0.8,-6.53,2.56,-47.85,0.0,left-right
0.01,-0.83,0.82,-5.86,-2.38,-41.2,0.0,left-right
0.01,-0.86,0.83,-6.47,-5.92,-33.45,0.0,left-right
0.01,-0.88,0.85,-7.69,-8.42,-26.37,0.0,left-right
0.0,-0.89,0.83,-8.67,-9.16,-18.98,0.0,left-right
-0.0,-0.89,0.84,-9.52,-11.23,-11.78,0.0,left-right
-0.01,-0.91,0.86,-9.95,-13.85,-5.43,0.0,left-right
-0.02,-0.94,0.84,-9.4,-14.1,0.79,0.0,left-right
-0.03,-0.96,0.82,-8.48,-15.69,8.24,0.0,left-right
-0.02,-0.95,0.85,-9.28,-19.1,16.97,0.0,left-right
-0.03,-0.89,0.82,-9.46,-21.18,27.1,0.0,left-right
-0.01,-0.87,0.82,-10.25,-24.84,33.87,0.0,left-right
-0.02,-0.83,0.89,-14.34,-31.31,40.71,0.0,left-right
-0.0,-0.7,0.99,-19.17,-35.03,51.15,0.0,left-right
-0.0,-0.57,1.07,-20.75,-34.48,59.81,0.0,left-right
0.0,-0.47,1.13,-21.18,-31.37,65.06,0.0,left-right
-0.0,-0.4,1.14,-20.39,-25.21,68.54,0.0,left-right
0.0,-0.34,1.11,-19.17,-18.55,72.2,0.0,left-right
-0.0,-0.28,1.11,-17.88,-14.65,74.83,0.0,left-right
-0.01,-0.21,1.09,-14.65,-13.73,75.68,0.0,left-right
-0.01,-0.15,1.1,-10.44,-15.26,75.74,0.0,left-right
-0.03,-0.09,1.12,-6.35,-17.09,75.07,0.0,left-right
-0.04,-0.08,1.14,-2.87,-17.33,73.06,0.0,left-right
-0.05,-0.05,1.14,0.73,-14.89,70.74,0.0,left-right
-0.05,-0.02,1.11,6.35,-9.46,66.96,0.0,left-right
-0.06,-0.03,1.06,9.83,-3.42,62.13,0.0,left-right
-0.07,-0.01,1.03,9.7,-0.55,60.91,0.0,left-right
-0.07,0.04,1.04,7.69,-0.98,62.5,0.0,left-right
-0.07,0.1,1.06,4.52,-0.98,62.81,0.0,left-right
-0.07,0.14,1.05,0.73,2.08,60.79,0.0,left-right
-0.07,0.14,1.03,-3.85,5.19,58.59,0.0,left-right
-0.06,0.18,1.0,-7.51,6.9,59.33,0.0,left-right
-0.05,0.26,0.99,-11.41,6.9,59.75,0.0,left-right
-0.02,0.36,1.03,-14.77,4.82,58.96,0.0,left-right
-0.0,0.41,0.98,-15.38,7.63,55.36,0.0,left-right
0.0,0.45,0.94,-15.01,9.22,50.96,0.0,left-right
0.02,0.51,0.98,-14.28,5.49,47.55,0.0,left-right
0.03,0.58,1.03,-12.88,3.48,44.25,0.0,left-right
0.05,0.65,1.04,-10.93,3.66,39.79,0.0,left-right
0.05,0.7,1.01,-8.36,5.86,32.71,0.0,left-right
0.05,0.68,1.03,-7.39,5.55,24.05,0.0,left-right
0.05,0.71,1.07,-6.77,3.23,17.64,0.0,left-right
0.06,0.75,1.06,-5.07,3.3,12.94,0.0,left-right
0.07,0.76,1.05,-2.5,3.54,6.47,0.0,left-right
0.08,0.77,1.09,0.06,1.28,-0.06,0.0,left-right
0.08,0.8,1.1,2.87,0.73,-5.8,0.0,left-right
0.08,0.76,1.11,5.74,2.69,-13.79,0.0,left-right
0.06,0.71,1.07,6.84,6.84,-22.52,0.0,left-right
0.06,0.66,1.07,8.3,10.13,-29.54,0.0,left-right
0.04,0.62,0.93,9.34,14.4,-35.4,0.0,left-right
0.03,0.6,0.98,8.24,8.54,-42.36,0.0,left-right
0.03,0.48,1.1,7.08,2.38,-52.43,0.0,left-right
0.0,0.45,1.09,6.35,12.57,-56.27,0.0,left-right
0.0,0.45,0.98,8.12,24.96,-58.65,0.0,left-right
-0.01,0.36,0.9,8.12,26.25,-66.16,0.0,left-right
-0.01,0.31,0.95,5.62,17.64,-71.29,0.0,left-right
-0.0,0.24,1.01,3.23,13.24,-74.46,0.0,left-right
-0.02,0.17,0.93,0.85,18.31,-76.72,0.0,left-right
-0.03,0.13,0.85,-1.16,18.37,-77.76,0.0,left-right
-0.02,0.08,0.9,-3.05,7.87,-79.83,0.0,left-right
-0.0,0.05,1.05,-4.21,0.73,-81.18,0.0,left-right
-0.0,0.01,1.01,-3.11,4.88,-82.34,0.0,left-right
0.01,-0.02,1.01,-2.5,7.63,-83.62,0.0,left-right
0.0,-0.09,1.01,-2.38,9.03,-84.05,0.0,left-right
-0.0,-0.14,1.02,-3.17,9.34,-82.89,0.0,left-right
-0.0,-0.2,1.0,-2.75,8.54,-80.75,0.0,left-right
-0.01,-0.24,0.99,-2.32,7.32,-79.16,0.0,left-right
-0.01,-0.33,0.97,-1.22,6.53,-79.59,0.0,left-right
-0.02,-0.42,0.96,-0.79,4.09,-79.16,0.0,left-right
-0.02,-0.51,1.03,-2.81,-0.49,-75.07,0.0,left-right
-0.02,-0.5,1.05,-4.88,0.0,-66.96,0.0,left-right
-0.01,-0.5,1.0,-6.1,4.39,-60.67,0.0,left-right
-0.01,-0.54,1.0,-8.0,5.68,-57.5,0.0,left-right
0.01,-0.54,0.98,-8.85,6.23,-53.65,0.0,left-right
0.03,-0.53,0.93,-10.07,7.63,-49.56,0.0,left-right
0.02,-0.58,0.9,-12.08,7.93,-47.49,0.0,left-right
0.01,-0.64,0.88,-13.61,7.32,-44.68,0.0,left-right
0.01,-0.67,0.84,-13.67,6.41,-39.06,0.0,left-right
-0.01,-0.72,0.81,-13.61,4.7,-33.51,0.0,left-right
-0.03,-0.76,0.79,-12.27,2.38,-27.65,0.0,left-right
-0.05,-0.81,0.76,-11.17,0.49,-20.75,0.0,left-right
-0.07,-0.87,0.74,-9.16,-1.83,-13.85,0.0,left-right
-0.08,-0.9,0.71,-5.74,-5.62,-5.55,0.0,left-right
-0.08,-0.91,0.68,-3.78,-10.07,3.54,0.0,left-right
-0.09,-0.93,0.68,-3.91,-15.2,12.51,0.0,left-right
-0.1,-0.95,0.72,-7.02,-20.51,21.67,0.0,left-right
-0.11,-0.88,0.75,-11.54,-24.6,32.04,0.0,left-right
-0.1,-0.82,0.8,-16.72,-30.09,40.04,0.0,left-right
-0.11,-0.77,0.89,-22.77,-35.4,46.2,0.0,left-right
-0.1,-0.69,0.94,-26.73,-34.48,53.71,0.0,left-right
-0.09,-0.62,0.9,-28.87,-29.97,59.94,0.0,left-right
-0.09,-0.55,0.94,-32.59,-29.79,67.02,0.0,left-right
